fixture_cell_id,layer_role,source_file,window_output_path,window_crs,window_bounds_lcc,window_bounds_epsg3005,resolution_m,valid_pixel_count,nodata_pixel_count,window_area_ha,summary_statistics,class_counts,source_window_sha256,nodata_policy,sampling_method
tiny_bc_real_sample_interior_dry_001,biomass,SCANFI_att_biomass_2025_v2_20260119.tif,data/derived/scanfi-diagnostic/tiny-bc-real-sampling/windows/tiny_bc_real_sample_interior_dry_001/biomass_2025.tif,NAD83 Canada Lambert Conformal Conic,"-1885320.98,7335052.01,-1837224.86,7348831.39","1163944.64,765810.00,1200450.00,800787.60",30,735777,0,66219.93,mean=53.2277;min=0.0000;max=570.0000,,11ee61f158fd6a7a67c108dba706b3ba98bc5c12503db6501d66747641f4200e,excluded_from_cell_summary,window_extract_then_cell_summary
tiny_bc_real_sample_interior_dry_001,height,SCANFI_att_height_2025_v2_20260119.tif,data/derived/scanfi-diagnostic/tiny-bc-real-sampling/windows/tiny_bc_real_sample_interior_dry_001/height_2025.tif,NAD83 Canada Lambert Conformal Conic,"-1885320.98,7335052.01,-1837224.86,7348831.39","1163944.64,765810.00,1200450.00,800787.60",30,735777,0,66219.93,mean=9.9691;min=0.0000;max=41.0000,,57570b0bc00a9bd8894cb56c084df73baf03e5ad54bcfb742db35d5f81133ddb,excluded_from_cell_summary,window_extract_then_cell_summary
tiny_bc_real_sample_interior_dry_001,closure,SCANFI_att_closure_2025_v2_20260119.tif,data/derived/scanfi-diagnostic/tiny-bc-real-sampling/windows/tiny_bc_real_sample_interior_dry_001/closure_2025.tif,NAD83 Canada Lambert Conformal Conic,"-1885320.98,7335052.01,-1837224.86,7348831.39","1163944.64,765810.00,1200450.00,800787.60",30,735777,0,66219.93,mean=24.6079;min=0.0000;max=100.0000,,00d0e745935ff0c019e3461e286c4b72ed146f17bd66b418fe638d110dd1efdb,excluded_from_cell_summary,window_extract_then_cell_summary
tiny_bc_real_sample_interior_dry_001,landcover,SCANFI_att_nfiLandcover_2025_v2_20260119.tif,data/derived/scanfi-diagnostic/tiny-bc-real-sampling/windows/tiny_bc_real_sample_interior_dry_001/landcover_2025.tif,NAD83 Canada Lambert Conformal Conic,"-1885320.98,7335052.01,-1837224.86,7348831.39","1163944.64,765810.00,1200450.00,800787.60",30,735777,0,66219.93,mode=6,C1:1;C2:57403;C3:6967;C4:50643;C5:5707;C6:546138;C7:65071;C8:3847,7dc6618734ebc6307557f20464f04ac20125fa4f4b9a5c83fb9b4cfa29716cf6,excluded_from_cell_summary,window_extract_then_cell_summary
tiny_bc_real_sample_interior_dry_001,age,SCANFI_age_median_2025_v2_20260119.tif,data/derived/scanfi-diagnostic/tiny-bc-real-sampling/windows/tiny_bc_real_sample_interior_dry_001/age_2025.tif,NAD83 Canada Lambert Conformal Conic,"-1885320.98,7335052.01,-1837224.86,7348831.39","1163944.64,765810.00,1200450.00,800787.60",30,689477,46300,62052.93,mean=68.6760;min=0.0000;max=309.0000,,4f8330364f8146c4530a6ce0bdcd801c4b14721841001f65cf6dfcd39684a093,excluded_from_cell_summary,window_extract_then_cell_summary
